11-1011,Chief Executives,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers."
11-9111,Medical and Health Services Managers,Hospital Administrator
11-9111,Medical and Health Services Managers,Hospital Director
11-9111,Medical and Health Services Managers,Medical and Health Information Manager
11-9111,Medical and Health Services Managers,Medical Director
11-9111,Medical and Health Services Managers,Medical Records Administrator
11-9111,Medical and Health Services Managers,Mental Health Program Manager
11-9111,Medical and Health Services Managers,Nursing Home Manager
11-9111,Medical and Health Services Managers,Nursing Service Director
11-9111,Medical and Health Services Managers,Occupational Therapy Director
11-9111,Medical and Health Services Managers,Public Health Administrator
11-9111,Medical and Health Services Managers,Respiratory Therapy Director
11-9111,Medical and Health Services Managers,Speech and Hearing Therapy Director
11-9111,Medical and Health Services Managers,Wellness Director
11-9111,Medical and Health Services Managers,Wellness Manager
11-9121,Natural Sciences Managers,Agricultural Research Director
11-9121,Natural Sciences Managers,Geochemical Manager
11-9121,Natural Sciences Managers,Geophysical Manager
11-9121,Natural Sciences Managers,Ocean Program Administrator
11-9131,Postmasters and Mail Superintendents,Postal Supervisor
11-9131,Postmasters and Mail Superintendents,Postmaster
11-9141,"Property, Real Estate, and Community Association Managers",Apartment Manager
11-9141,"Property, Real Estate, and Community Association Managers",Building Rental Manager
11-9141,"Property, Real Estate, and Community Association Managers",Community Association Manager
11-9141,"Property, Real Estate, and Community Association Managers",Condominium Association Manager
11-9141,"Property, Real Estate, and Community Association Managers",Homeowner Association Manager
11-9141,"Property, Real Estate, and Community Association Managers",Land Acquisition Manager
11-9141,"Property, Real Estate, and Community Association Managers",Leasing Property Manager
11-9141,"Property, Real Estate, and Community Association Managers",Property Manager
11-9141,"Property, Real Estate, and Community Association Managers",Real Estate Manager
11-9151,Social and Community Service Managers,Child Welfare Director
11-9151,Social and Community Service Managers,Community Service Director
11-9151,Social and Community Service Managers,Community Service Organization Director
11-9151,Social and Community Service Managers,Family Service Center Director
11-9151,Social and Community Service Managers,Neighborhood Service Center Director
11-9151,Social and Community Service Managers,Social Service Director
11-9151,Social and Community Service Managers,Social Services Director
11-9151,Social and Community Service Managers,Youth Program Director
11-9161,Emergency Management Directors,Director of Civil Defense
11-9161,Emergency Management Directors,Disaster Response Director
11-9161,Emergency Management Directors,Emergency Management System Director
11-9161,Emergency Management Directors,Emergency Planner
11-9161,Emergency Management Directors,Emergency Planning and Response Manager
11-9161,Emergency Management Directors,Emergency Preparedness Coordinator
11-9161,Emergency Management Directors,Emergency Services Director
11-9161,Emergency Management Directors,Emergency Services Program Coordinator
11-9161,Emergency Management Directors,EMS Director
11-9161,Emergency Management Directors,Public Safety Director
11-9171,Funeral Home Managers,Funeral Home Director
11-9171,Funeral Home Managers,Funeral Home Manager
11-9171,Funeral Home Managers,Funeral Service Manager
11-9179,"Personal Service Managers, All Other",Day Spa Director
11-9179,"Personal Service Managers, All Other",Nail Salon Manager
11-9179,"Personal Service Managers, All Other",Travel Agency Manager
11-9199,"Managers, All Other",Clerk of Court
11-9199,"Managers, All Other",Environmental Control Administrator
11-9199,"Managers, All Other",Highway Patrol Commander
11-9199,"Managers, All Other",Safety Coordinator
11-9199,"Managers, All Other",Social Science Manager
11-9199,"Managers, All Other",Utilities Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Artist Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Artist Representative
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Author's Agent
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Band Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Booking Agent
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Booking Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Fight Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Literary Agent
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Modeling Agent
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Talent Agent
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Talent Manager
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",Theatrical Agent
13-1021,"Buyers and Purchasing Agents, Farm Products",Cattle Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Cotton Broker
13-1021,"Buyers and Purchasing Agents, Farm Products",Cotton Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Fruit Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Grain Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Hog Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Livestock Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products",Oyster Buyer
13-1021,"Buyers and Purchasing Agents, Farm Products","Purchasing Agent, Cotton, Grain, Livestock, Other Farm Products"
13-1021,"Buyers and Purchasing Agents, Farm Products",Tobacco Buyer
13-1022,"Wholesale and Retail Buyers, Except Farm Products",Gold Buyer
13-1022,"Wholesale and Retail Buyers, Except Farm Products",Merchandise Buyer
13-1022,"Wholesale and Retail Buyers, Except Farm Products",Retail Buyer
13-1022,"Wholesale and Retail Buyers, Except Farm Products",Tie Buyer
13-1022,"Wholesale and Retail Buyers, Except Farm Products",Wholesale Buyer
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Equipment, Supplies, and Tools Purchasing Agent"
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Radio Time Buyer
13-1031,"Claims Adjusters, Examiners, and Investigators",Claims Analyst
13-1031,"Claims Adjusters, Examiners, and Investigators",Fire Claims Adjuster
13-1031,"Claims Adjusters, Examiners, and Investigators",Health Claims Examiner
13-1031,"Claims Adjusters, Examiners, and Investigators",Health Insurance Adjuster
13-1031,"Claims Adjusters, Examiners, and Investigators",Independent Insurance Adjuster
13-1031,"Claims Adjusters, Examiners, and Investigators",Medical Claims Analyst
13-1031,"Claims Adjusters, Examiners, and Investigators",Medical Claims Examiner
13-1031,"Claims Adjusters, Examiners, and Investigators",Property and Casualty Insurance Claims Examiner
13-1031,"Claims Adjusters, Examiners, and Investigators",Property Damage Claims Adjustor
13-1031,"Claims Adjusters, Examiners, and Investigators",Reinsurance Claims Analyst
13-1031,"Claims Adjusters, Examiners, and Investigators",Workers Compensation Claims Adjuster
13-1031,"Claims Adjusters, Examiners, and Investigators",Workers Compensation Claims Examiner
13-1032,"Insurance Appraisers, Auto Damage",Auto Damage Appraiser
13-1032,"Insurance Appraisers, Auto Damage",Auto Damage Insurance Appraiser
13-1032,"Insurance Appraisers, Auto Damage",Automobile Damage Appraiser
13-1032,"Insurance Appraisers, Auto Damage",Vehicle Damage Appraiser
13-1041,Compliance Officers,Air Pollution Compliance Inspector
13-1041,Compliance Officers,Compliance Investigator
13-1041,Compliance Officers,Driver's License Examiner
13-1041,Compliance Officers,EEO Officer
13-1041,Compliance Officers,Environmental Compliance Inspector
13-1041,Compliance Officers,Equal Employment Opportunity Investigator
13-1041,Compliance Officers,Equal Employment Opportunity Officer
13-1041,Compliance Officers,Equal Employment Opportunity Representative
13-1041,Compliance Officers,Immigration Investigator
13-1041,Compliance Officers,Inspector of Weights and Measures
13-1041,Compliance Officers,License Inspector
13-1041,Compliance Officers,Mortician Investigator
13-1041,Compliance Officers,Wage and Hour Investigator
13-1051,Cost Estimators,Construction Estimator
13-1051,Cost Estimators,Construction Job Cost Estimator
13-1051,Cost Estimators,Crating and Moving Estimator
13-1051,Cost Estimators,Electrical Estimator
13-1051,Cost Estimators,Job Estimator
13-1051,Cost Estimators,Production Cost Estimator
13-1071,Human Resources Specialists,Corporate Recruiter
13-1071,Human Resources Specialists,Credentialing Coordinator
13-1071,Human Resources Specialists,Employee Placement Specialist
13-1071,Human Resources Specialists,Human Resources Generalist
13-1071,Human Resources Specialists,Job Placement Officer
13-1071,Human Resources Specialists,Job Placement Specialist
13-1071,Human Resources Specialists,Job Recruiter
13-1071,Human Resources Specialists,Personnel Coordinator
13-1071,Human Resources Specialists,Personnel Officer
13-1071,Human Resources Specialists,Personnel Recruiter
13-1071,Human Resources Specialists,Personnel Specialist
13-1071,Human Resources Specialists,Staffing Coordinator
13-1071,Human Resources Specialists,Student Recruiter
13-1071,Human Resources Specialists,Volunteer Coordinator
13-1074,Farm Labor Contractors,Farm Labor Contractor
13-1074,Farm Labor Contractors,Harvesting Contractor
13-1075,Labor Relations Specialists,Employee Relations Specialist
13-1075,Labor Relations Specialists,Industrial Relations Analyst
13-1075,Labor Relations Specialists,Industrial Relations Specialist
13-1075,Labor Relations Specialists,Labor Relations Consultant
13-1075,Labor Relations Specialists,Labor Relations Representative
13-1075,Labor Relations Specialists,Union Representative
13-1081,Logisticians,Logistician
13-1081,Logisticians,Logistics Analyst
13-1081,Logisticians,Logistics Coordinator
13-1081,Logisticians,Logistics Planner
13-1081,Logisticians,Logistics Specialist
13-1082,Project Management Specialists,Design Project Management Specialists
13-1082,Project Management Specialists,Movie Project Management Specialists
13-1111,Management Analysts,Business Analyst
13-1111,Management Analysts,Business Consultant
13-1111,Management Analysts,Business Management Analyst
13-1111,Management Analysts,Business Process Consultant
13-1111,Management Analysts,Clerical Methods Analyst
13-1111,Management Analysts,Commercial Specialist
13-1111,Management Analysts,Industrial Analyst
13-1111,Management Analysts,Management Consultant
13-1111,Management Analysts,Records Management Analyst
13-1111,Management Analysts,University Institutional Researcher
13-1121,"Meeting, Convention, and Event Planners",Certified Meeting Professional
13-1121,"Meeting, Convention, and Event Planners",Conference Organizer
13-1121,"Meeting, Convention, and Event Planners",Conference Planner
13-1121,"Meeting, Convention, and Event Planners",Conference Planning Manager
13-1121,"Meeting, Convention, and Event Planners",Conference Services Director
13-1121,"Meeting, Convention, and Event Planners",Conference Services Manager
13-1121,"Meeting, Convention, and Event Planners",Convention Planner
13-1121,"Meeting, Convention, and Event Planners",Convention Services Manager
13-1121,"Meeting, Convention, and Event Planners",Corporate Meeting Planner
13-1121,"Meeting, Convention, and Event Planners",Event Planner
13-1121,"Meeting, Convention, and Event Planners",Events Manager
13-1121,"Meeting, Convention, and Event Planners",Wedding Planner
13-1131,Fundraisers,Campaign Fundraiser
13-1131,Fundraisers,Donor Relations Officer
13-1131,Fundraisers,Fundraising Officer
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Benefits Analyst
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Compensation Analyst
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Compensation Specialist
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Employee Benefits Specialist
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Job Analyst
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Job Specification Writer
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Occupational Analyst
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Pension Administrator
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Position Classification Specialist
13-1141,"Compensation, Benefits, and Job Analysis Specialists",Retirement Plan Specialist
13-1151,Training and Development Specialists,Computer Software Training Specialist
13-1151,Training and Development Specialists,Computer Training Specialist
13-1151,Training and Development Specialists,Corporate Trainer
13-1151,Training and Development Specialists,Employee Development Specialist
13-1151,Training and Development Specialists,Insurance Employee Trainer
13-1151,Training and Development Specialists,Job Training Specialist
13-1151,Training and Development Specialists,Training Coordinator
13-1151,Training and Development Specialists,Training Specialist
13-1161,Market Research Analysts and Marketing Specialists,Advertising Analyst
13-1161,Market Research Analysts and Marketing Specialists,Market Research Analyst
13-1161,Market Research Analysts and Marketing Specialists,Market Research Specialist
13-1161,Market Research Analysts and Marketing Specialists,Marketing Analyst
13-1161,Market Research Analysts and Marketing Specialists,Marketing Consultant
13-1161,Market Research Analysts and Marketing Specialists,Marketing Forecaster
13-1161,Market Research Analysts and Marketing Specialists,Marketing Specialist
13-1161,Market Research Analysts and Marketing Specialists,Search Marketing Strategist
13-1199,"Business Operations Specialists, All Other",Mystery Shopper
13-1199,"Business Operations Specialists, All Other",Ship Purser
13-2011,Accountants and Auditors,Account Auditor
13-2011,Accountants and Auditors,Accountant
13-2011,Accountants and Auditors,Auditor
13-2011,Accountants and Auditors,Auditor-In-Charge
13-2011,Accountants and Auditors,Certified Public Accountant
13-2011,Accountants and Auditors,Cost Accountant
13-2011,Accountants and Auditors,CPA
13-2011,Accountants and Auditors,Field Auditor
13-2011,Accountants and Auditors,Financial Accountant
13-2011,Accountants and Auditors,Financial Auditor
13-2011,Accountants and Auditors,Fund Accountant
13-2011,Accountants and Auditors,Internal Auditor
13-2011,Accountants and Auditors,Payroll Auditor
13-2011,Accountants and Auditors,Tax Accountant
13-2022,Appraisers of Personal and Business Property,Estate Appraiser
13-2022,Appraisers of Personal and Business Property,Machinery Appraiser
13-2022,Appraisers of Personal and Business Property,Personal Property Assessor
13-2023,Appraisers and Assessors of Real Estate,Real Estate Appraiser
13-2023,Appraisers and Assessors of Real Estate,Real Estate Assessor
13-2023,Appraisers and Assessors of Real Estate,Real Property Evaluator
13-2023,Appraisers and Assessors of Real Estate,Residential Fee Appraiser
13-2031,Budget Analysts,Budget Analyst
13-2031,Budget Analysts,Budget Coordinator
13-2031,Budget Analysts,Budget Examiner
13-2031,Budget Analysts,Budget Officer
13-2031,Budget Analysts,Cost Analyst
13-2041,Credit Analysts,Chief Credit Analyst
13-2041,Credit Analysts,Credit Analyst
13-2041,Credit Analysts,Credit Assessment Analyst
13-2041,Credit Analysts,Credit Risk Analyst
13-2041,Credit Analysts,Factorer
13-2051,Financial and Investment Analysts,Corporate Financial Analyst
13-2051,Financial and Investment Analysts,Corporate Securities Research Analyst
13-2051,Financial and Investment Analysts,Corporate Statistical Financial Analyst
13-2051,Financial and Investment Analysts,Institutional Commodity Analyst
13-2051,Financial and Investment Analysts,Organizational Investment Analyst
13-2052,Personal Financial Advisors,Certified Financial Planner
13-2052,Personal Financial Advisors,Estate Planner
13-2052,Personal Financial Advisors,Estate Planning Counselor
13-2052,Personal Financial Advisors,Financial Counselor
13-2052,Personal Financial Advisors,Individual Pension Adviser
13-2052,Personal Financial Advisors,Individual Pension Consultant
13-2052,Personal Financial Advisors,Personal Financial Planner
13-2052,Personal Financial Advisors,Personal Investment Adviser
13-2053,Insurance Underwriters,Automobile and Property Underwriter
13-2053,Insurance Underwriters,Bond Underwriter
13-2053,Insurance Underwriters,Insurance Analyst
13-2053,Insurance Underwriters,Insurance Underwriter
13-2053,Insurance Underwriters,Insurance Writer
13-2053,Insurance Underwriters,Underwriting Account Representative
13-2053,Insurance Underwriters,Underwriting Service Representative
13-2054,Financial Risk Specialists,Financial Risk Analyst
13-2061,Financial Examiners,Bank Compliance Officer
13-2061,Financial Examiners,Bank Examiner
13-2061,Financial Examiners,Financial Compliance Examiner
13-2061,Financial Examiners,Home Mortgage Disclosure Act Specialist
13-2061,Financial Examiners,Payroll Examiner
13-2061,Financial Examiners,Pension Examiner
13-2071,Credit Counselors,Credit Counselor
13-2071,Credit Counselors,Debt Management Counselor
13-2071,Credit Counselors,Student Financial Aid Counselor
13-2071,Credit Counselors,Student Loan Counselor
13-2072,Loan Officers,Branch Lending Officer
13-2072,Loan Officers,Commercial Lender
13-2072,Loan Officers,Loan Analyst
13-2072,Loan Officers,Loan Officer
13-2072,Loan Officers,Loan Reviewer
13-2072,Loan Officers,Payday Loan Officer
13-2072,Loan Officers,Real Estate Loan Officer
13-2081,"Tax Examiners and Collectors, and Revenue Agents",City Collector
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Customs Appraiser
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Income Tax Adjuster
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Internal Revenue Agent
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Internal Revenue Service Agent
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Revenue Collector
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Revenue Enforcement Agent
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Compliance Officer
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Compliance Representative
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Examiner
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Investigator
13-2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Revenue Officer
13-2082,Tax Preparers,Corporate Tax Preparer
13-2082,Tax Preparers,Income Tax Advisor
13-2082,Tax Preparers,Income Tax Preparer
13-2082,Tax Preparers,Licensed Tax Consultant
13-2082,Tax Preparers,Tax Consultant
13-2082,Tax Preparers,Tax Specialist
13-2099,"Financial Specialists, All Other",Bail Bondsman
13-2099,"Financial Specialists, All Other",Bondsman
13-2099,"Financial Specialists, All Other",Executor of Estate
15-1211,Computer Systems Analysts,Applications Analyst
15-1211,Computer Systems Analysts,Computer Systems Consultant
15-1211,Computer Systems Analysts,Data Processing Systems Analyst
15-1211,Computer Systems Analysts,Information Systems Analyst
15-1211,Computer Systems Analysts,Information Systems Planner
15-1211,Computer Systems Analysts,Programmer Analyst
15-1211,Computer Systems Analysts,Systems Architect
15-1212,Information Security Analysts,Computer Security Specialist
15-1212,Information Security Analysts,Computer Systems Security Analyst
15-1212,Information Security Analysts,Information Security Analyst
15-1212,Information Security Analysts,Information Systems Security Analyst
15-1212,Information Security Analysts,IT Risk Specialist
15-1212,Information Security Analysts,Network Security Analyst
15-1221,Computer and Information Research Scientists,Computational Theory Scientist
15-1221,Computer and Information Research Scientists,Computer Scientist
15-1221,Computer and Information Research Scientists,Control System Computer Scientist
15-1221,Computer and Information Research Scientists,Programming Methodology and Languages Researcher
15-1231,Computer Network Support Specialists,Network Diagnostic Support Specialist
15-1231,Computer Network Support Specialists,Network Support Technician
15-1231,Computer Network Support Specialists,Network Technician
15-1232,Computer User Support Specialists,Computer Customer Support Specialist
15-1232,Computer User Support Specialists,Computer Help Desk Representative
15-1232,Computer User Support Specialists,Computer Help Desk Specialist
15-1232,Computer User Support Specialists,End-User Support Specialist
15-1232,Computer User Support Specialists,Help Desk Analyst
15-1232,Computer User Support Specialists,Help Desk Technician
15-1232,Computer User Support Specialists,IT Support Specialist
15-1232,Computer User Support Specialists,PC Support Specialist
15-1241,Computer Network Architects,Computer Network Engineer
15-1241,Computer Network Architects,Network Designer
15-1241,Computer Network Architects,Network Developer
15-1241,Computer Network Architects,Network Engineer
15-1242,Database Administrators,Automatic Data Processing Planner
15-1242,Database Administrators,Database Administration Manager
15-1242,Database Administrators,Database Coordinator
15-1242,Database Administrators,Database Programmer
15-1242,Database Administrators,Database Security Administrator
15-1243,Database Architects,Data Architect
15-1243,Database Architects,Data Integration Specialist
15-1243,Database Architects,Data Warehousing Specialist
15-1243,Database Architects,Database Developer
15-1244,Network and Computer Systems Administrators,LAN Administrator
15-1244,Network and Computer Systems Administrators,LAN Systems Administrator
15-1244,Network and Computer Systems Administrators,Local Area Network Administrator
15-1244,Network and Computer Systems Administrators,Network Analyst
15-1244,Network and Computer Systems Administrators,Network Coordinator
15-1244,Network and Computer Systems Administrators,Network Support Coordinator
15-1244,Network and Computer Systems Administrators,Network Support Manager
15-1244,Network and Computer Systems Administrators,Network Systems Administrator
15-1244,Network and Computer Systems Administrators,Network Systems Coordinator
15-1244,Network and Computer Systems Administrators,WAN Systems Administrator
15-1244,Network and Computer Systems Administrators,Wide Area Network Administrator
15-1251,Computer Programmers,Applications Programmer
15-1251,Computer Programmers,Computer Language Coder
15-1251,Computer Programmers,Computer Programmer
15-1251,Computer Programmers,IT Programmer
15-1251,Computer Programmers,Junior Software Developer
15-1251,Computer Programmers,Mainframe Programmer
15-1251,Computer Programmers,Systems Programmer
15-1252,Software Developers,Application Integration Engineer
15-1252,Software Developers,Applications Developer
15-1252,Software Developers,Computer Applications Developer
15-1252,Software Developers,Computer Applications Engineer
15-1252,Software Developers,Computer Systems Engineer
15-1252,Software Developers,Computer Systems Software Architect
15-1252,Software Developers,Computer Systems Software Engineer
15-1252,Software Developers,Embedded Systems Software Developer
15-1252,Software Developers,Enterprise Systems Engineer
15-1252,Software Developers,Mobile Applications Developer
15-1252,Software Developers,Software Applications Architect
15-1252,Software Developers,Software Applications Designer
15-1252,Software Developers,Software Applications Engineer
15-1252,Software Developers,Software Engineer
15-1252,Software Developers,Software Systems Engineer
15-1252,Software Developers,Systems Software Designer
15-1252,Software Developers,Systems Software Developer
15-1252,Software Developers,Systems Software Specialist
15-1253,Software Quality Assurance Analysts and Testers,Applications Tester
15-1253,Software Quality Assurance Analysts and Testers,Software Quality Assurance Technician
15-1253,Software Quality Assurance Analysts and Testers,Software Quality Control Specialist
15-1253,Software Quality Assurance Analysts and Testers,Software Quality Engineer
15-1253,Software Quality Assurance Analysts and Testers,Software Test Engineer
15-1254,Web Developers,Intranet Developer
15-1254,Web Developers,Web Applications Developer
15-1254,Web Developers,Web Architect
15-1254,Web Developers,Web Content Developer
15-1254,Web Developers,Web Developer
15-1255,Web and Digital Interface Designers,Digital Designer
15-1255,Web and Digital Interface Designers,Graphic Web Designer
15-1255,Web and Digital Interface Designers,Web Content Specialist
15-1299,"Computer Occupations, All Other",Computer Console Operator
15-1299,"Computer Occupations, All Other",Computer Laboratory Technician
15-1299,"Computer Occupations, All Other",Data Center Operator
15-2011,Actuaries,Actuarial Associate
15-2011,Actuaries,Actuarial Mathematician
15-2011,Actuaries,Health Actuary
15-2011,Actuaries,Insurance Actuary
15-2011,Actuaries,Pricing Actuary
15-2011,Actuaries,Product Development Actuary
15-2021,Mathematicians,Algebraist
15-2021,Mathematicians,Cipher Expert
15-2021,Mathematicians,Cryptanalyst
15-2021,Mathematicians,Cryptographer
15-2021,Mathematicians,Cryptographic Vulnerability Analyst
15-2021,Mathematicians,Geometrician
15-2031,Operations Research Analysts,Operations Analyst
15-2031,Operations Research Analysts,Procedure Analyst
15-2031,Operations Research Analysts,Process Analyst
15-2041,Statisticians,Analytical Statistician
15-2041,Statisticians,Applied Statistician
15-2041,Statisticians,Biometrician
15-2041,Statisticians,Biostatistician
15-2041,Statisticians,Environmental Statistician
15-2041,Statisticians,Mathematical Statistician
15-2041,Statisticians,Research Biostatistician
15-2041,Statisticians,Sampling Expert
15-2041,Statisticians,Statistical Analyst
15-2041,Statisticians,Statistical Reporting Analyst
15-2041,Statisticians,Survey Statistician
15-2041,Statisticians,Time Study Statistician
15-2051,Data Scientists,Business Intelligence Developer
15-2051,Data Scientists,Data Analytics Specialist
15-2051,Data Scientists,Data Mining Analyst
15-2051,Data Scientists,Data Visualization Developer
15-2099,"Mathematical Science Occupations, All Other",Harmonic Analyst
15-2099,"Mathematical Science Occupations, All Other",Mathematical Engineering Technician
15-2099,"Mathematical Science Occupations, All Other",Mathematics Technician
17-1011,"Architects, Except Landscape and Naval",Building Architect
17-1011,"Architects, Except Landscape and Naval",Building Architectural Designer
17-1011,"Architects, Except Landscape and Naval",Structural Architect
17-1012,Landscape Architects,Golf Course Architect
17-1012,Landscape Architects,Golf Course Designer
17-1012,Landscape Architects,Landscape Architect
17-1012,Landscape Architects,Landscape Designer
17-1021,Cartographers and Photogrammetrists,Cadastral Mapper
17-1021,Cartographers and Photogrammetrists,Digital Cartographer
17-1021,Cartographers and Photogrammetrists,"Engineer, Photogrammetric"
17-1021,Cartographers and Photogrammetrists,Map Maker
17-1021,Cartographers and Photogrammetrists,Mapper
17-1021,Cartographers and Photogrammetrists,Orthophotography Technician
17-1021,Cartographers and Photogrammetrists,Photo Cartographer
17-1021,Cartographers and Photogrammetrists,Photogrammetrist
17-1021,Cartographers and Photogrammetrists,Topographer
17-1022,Surveyors,City Surveyor
17-1022,Surveyors,County Surveyor
17-1022,Surveyors,Geodetic Surveyor
17-1022,Surveyors,Geophysical Prospecting Surveyor
17-1022,Surveyors,Land Surveyor
17-1022,Surveyors,Mine Surveyor
17-1022,Surveyors,Mineral Surveyor
17-1022,Surveyors,Registered Land Surveyor
17-1022,Surveyors,Topographical Surveyor
17-2011,Aerospace Engineers,Aerodynamics Engineer
17-2011,Aerospace Engineers,Aeronautical Engineer
17-2011,Aerospace Engineers,Aircraft Design Engineer
17-2011,Aerospace Engineers,Aircraft Designer
17-2011,Aerospace Engineers,Aircraft Engineer
17-2011,Aerospace Engineers,Astronautical Engineer
17-2011,Aerospace Engineers,Flight Systems Test Engineer
17-2011,Aerospace Engineers,Flight Test Engineer
17-2011,Aerospace Engineers,Wind Tunnel Engineer
17-2021,Agricultural Engineers,Agricultural Engineer
17-2021,Agricultural Engineers,Agricultural Production Engineer
17-2021,Agricultural Engineers,Agricultural Research Engineer
17-2021,Agricultural Engineers,Farm Equipment Engineer
17-2021,Agricultural Engineers,Research Agricultural Engineer
17-2031,Bioengineers and Biomedical Engineers,Biochemical Engineer
17-2031,Bioengineers and Biomedical Engineers,Biomaterials Engineer
17-2031,Bioengineers and Biomedical Engineers,Bio-Mechanical Engineer
17-2031,Bioengineers and Biomedical Engineers,Biomedical Engineer
17-2031,Bioengineers and Biomedical Engineers,Dialysis Engineer
17-2031,Bioengineers and Biomedical Engineers,Genetic Engineer
17-2041,Chemical Engineers,Absorption and Adsorption Engineer
17-2041,Chemical Engineers,Chemical Process Engineer
17-2041,Chemical Engineers,Chemical Research Engineer
17-2041,Chemical Engineers,Fuels Engineer
17-2041,Chemical Engineers,Oxidation Engineer
17-2041,Chemical Engineers,Plastics Engineer
17-2041,Chemical Engineers,Polymerization Engineer
17-2051,Civil Engineers,Architectural Engineer
17-2051,Civil Engineers,Bridge Engineer
17-2051,Civil Engineers,Construction Engineer
17-2051,Civil Engineers,Facilities Engineer
17-2051,Civil Engineers,Geotechnical Engineer
17-2051,Civil Engineers,Highway Engineer
17-2051,Civil Engineers,Hydrographic Engineer
17-2051,Civil Engineers,Railroad Design Consultant
17-2051,Civil Engineers,Research Hydraulic Engineer
17-2051,Civil Engineers,Structural Engineer
17-2061,Computer Hardware Engineers,Computer Hardware Designer
17-2061,Computer Hardware Engineers,Computer Hardware Developer
17-2071,Electrical Engineers,Electrical Design Engineer
17-2071,Electrical Engineers,Electrical Systems Engineer
17-2071,Electrical Engineers,Illuminating Engineer
17-2071,Electrical Engineers,Power Distribution Engineer
17-2072,"Electronics Engineers, Except Computer",Antenna Engineer
17-2072,"Electronics Engineers, Except Computer",Circuit Design Engineer
17-2072,"Electronics Engineers, Except Computer",Electronic Design Automation Engineer
17-2072,"Electronics Engineers, Except Computer",Electronic Engineer
17-2072,"Electronics Engineers, Except Computer",Electronic Parts Designer
17-2072,"Electronics Engineers, Except Computer",Telecommunication Engineer
17-2081,Environmental Engineers,Air Pollution Control Engineer
17-2081,Environmental Engineers,Environmental Remediation Engineer
17-2081,Environmental Engineers,Hazardous Substances Engineer
17-2081,Environmental Engineers,Hazardous Waste Management Control Engineer
17-2081,Environmental Engineers,Pollution Control Engineer
17-2081,Environmental Engineers,Soil Engineer
17-2081,Environmental Engineers,Waste Management Engineer
17-2081,Environmental Engineers,Wastewater Treatment Engineer
17-2081,Environmental Engineers,Water Treatment Plant Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Fire Prevention Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Fire Protection Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Industrial Safety Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Product Safety Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Product Safety Test Engineer
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",System Safety Engineer
17-2112,Industrial Engineers,Efficiency Engineer
17-2112,Industrial Engineers,Manufacturing Engineer
17-2112,Industrial Engineers,Packaging Engineer
