Molson Coors,"Molson Coors is a Canadian-American multinational drink and brewing company headquartered in Chicago, Illinois, with main offices in Golden, Colorado, and Montreal, Quebec.
Molson Coors was formed in 2005 through the merger of Molson of Canada, and Coors of the United States.
In 2016, Molson Coors acquired Miller Brewing Company for approximately US$12 billion. The agreement made Molson Coors the world's third largest brewer.
Molson Coors is a publicly traded company on both the New York Stock Exchange and Toronto Stock Exchange. Molson Coors has been a constituent of the S&P500 since 2005."
Idexx Laboratories,"IDEXX Laboratories, Inc. is an American multinational corporation engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets. Incorporated in 1983 by David Evans Shaw, the company is headquartered in Westbrook, Maine, and in Hoofddorp, Netherlands for its EMEA divisions.
IDEXX offers products to customers in over 175 countries around the world and employs approximately 9,200 people in full-and part-time positions (as of 7 February 2020). There are three main segments of the company: Companion Animal Group, Water, and Livestock, Poultry and Dairy (LPD). In addition, the company also manufactures and sells pet-side SNAP tests for a variety of animal health diagnostic uses.
In 2002, Jon Ayers succeeded company founder Shaw as chairman and CEO. During Ayers 20-year tenure, the company's annual revenue grew from $380 million to $3 billion, raising share prices by more than 100 times. In 2019, Jay Mazelsky succeeded Ayers in the role of CEO."
Delta Air Lines,"Delta Air Lines is one of the major airlines of the United States and a legacy carrier headquartered in Atlanta, Georgia. The United States' oldest operating airline and the seventh-oldest operating worldwide, Delta along with its subsidiaries and regional affiliates, including Delta Connection, operates over 5,400 flights daily and serves 325 destinations in 52 countries on six continents. Delta is a founding member of the SkyTeam airline alliance.  As of the end of 2023, it had 100,000 employees.
Delta has nine hubs, with Hartsfield–Jackson Atlanta International Airport being its largest in terms of total passengers and number of departures. It is ranked second among the world's largest airlines by number of passengers carried, passenger-miles flown, and fleet size. It is ranked first by revenue for commercially owned airline companies as well as in brand value, and 113th on the Fortune 500."
ADP (company),"Automatic Data Processing, Inc. (ADP) is an American provider of human resources management software and services, headquartered in Roseland, New Jersey."
McCormick & Company,"McCormick & Company, Incorporated is an American food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products to retail outlets, food manufacturers, and foodservice businesses.
Their products are available in many countries, and it is the largest producer of spices and related food products worldwide, based on revenue.
A Fortune 500 company, McCormick has approximately 14,000 employees around the globe. The company headquarters moved from Sparks to Hunt Valley, Maryland, in the third quarter of 2018."
Eversource Energy,"Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Hartford, Connecticut, and Boston, Massachusetts, with several regulated subsidiaries offering retail electricity, natural gas service and water service to approximately 4 million customers in Connecticut, Massachusetts, and New Hampshire.
Following its 2012 merger with Boston-based NSTAR, Northeast Utilities had more than 4,270 circuit miles of electric transmission lines, 72,000 pole miles of distribution lines, and 6,459 miles of natural gas pipeline in New England.
On February 2, 2015, the company and all its subsidiaries rebranded themselves as ""Eversource Energy"".  The stock symbol changed on February 19, 2015, from ""NU"" to ""ES""."
Chipotle Mexican Grill,"Chipotle Mexican Grill, Inc. (, chih-POHT-lay), often known simply as Chipotle, is an international chain of fast casual restaurants specializing in bowls, tacos, and Mission burritos made to order in front of the customer. As of March 2023, Chipotle has 3,200 restaurants. Its name derives from chipotle, the Nahuatl name (from chilpoctli) for a smoked and dried jalapeño chili pepper.
Chipotle was one of the first chains of fast casual dining establishments. Founded by Steve Ells on July 13, 1993, Chipotle had 16 restaurants (all in Colorado) when McDonald's Corporation became a major investor in 1998. By the time McDonald's fully divested itself from Chipotle in 2006, the chain had grown to over 500 locations. With more than 2,000 locations, Chipotle had a net income of US$475.6 million and a staff of more than 45,000 employees in 2015.
In May 2018, Chipotle announced the relocation of their corporate headquarters to Newport Beach, California, in Southern California, leaving Denver after 25 years."
Targa Resources,"Targa Resources Corp. is a Fortune 500 company based in Houston, Texas. Targa, a midstream energy infrastructure corporation, is one of the largest infrastructure companies delivering natural gas and natural gas liquids in the United States. Their operations are based largely, though not entirely, on the Gulf Coast, particularly in Texas and Louisiana. Matthew J. Meloy has been Chief Executive Officer since 2020."
Warner Bros. Discovery,"Warner Bros. Discovery, Inc. (WBD) is an American multinational mass media and entertainment conglomerate headquartered in New York City. It was formed from WarnerMedia's spin-off by AT&T and merger with Discovery, Inc. on April 8, 2022.
The company's properties are divided into nine business units, consisting of the flagship Warner Bros. film and television studios, comic book publisher DC Comics, Home Box Office, Inc. (including HBO, Cinemax and Magnolia Network), U.S. Networks Group (including the majority of the advertisement-supported cable channels of its predecessors, namely Discovery, Scripps Networks, Turner Broadcasting, and Warner), CNN Worldwide (which includes CNN and CNN International), TNT Sports (including Motor Trend Group, TNT Sports UK, and Eurosport), Global Streaming & Interactive Entertainment (which includes the Discovery+ and Max streaming services, as well as the video game publisher Warner Bros. Games), and International Networks. It also holds a one-eighth stake in The CW and a majority stake in Television Food Network, G.P. (comprising Food Network and Cooking Channel), all of which exist alongside Nexstar Media Group, with Paramount Global also owning a one-eighth stake in The CW."
Trimble Inc.,"Trimble Inc. is an American software, hardware, and services technology company. Trimble supports global industries in building & construction, agriculture, geospatial, natural resources and utilities, governments, transportation and others. Trimble also does hardware development of global navigation satellite system (GNSS) receivers, scanners, total stations, laser rangefinders, unmanned aerial vehicles (UAVs), inertial navigation systems and software processing tools."
Baxter International,"Baxter International Inc. is an American multinational healthcare company with headquarters in Deerfield, Illinois.
The company primarily focuses on products to treat kidney disease, and other chronic and acute medical conditions. The company had 2017 sales of $10.6 billion, across two businesses: BioScience and Medical Products. Baxter's BioScience business produces recombinant and blood plasma proteins to treat hemophilia and other bleeding disorders; plasma-based therapies to treat immune deficiencies and other chronic and acute blood-related conditions; products for regenerative medicine, and vaccines. Baxter's Medical Products business produces intravenous products and other products used in the delivery of fluids and drugs to patients; inhalational anaesthetics; contract manufacturing services; and products to treat end-stage kidney disease, or irreversible kidney failure, including products for peritoneal dialysis and hemodialysis."
Mondelez International,"Mondelez International, Inc. ( MON-də-LEEZ), styled as Mondelēz International, is an American multinational confectionery, food, holding, beverage and snack food company based in Chicago. Mondelez has an annual revenue of about $26.5 billion and operates in approximately 160 countries. It ranked No. 108 in the 2021 Fortune 500 list of the largest United States corporations by total revenue.
The company has its origins as Kraft Foods Inc., which was founded in Chicago in 1923. The present enterprise was established in 2012 when Kraft Foods was renamed Mondelez and retained its snack food business, while its grocery business was spun off to a new company called Kraft Foods Group. The name is derived from the Latin word mundus (""world"") and delez, a fanciful modification of the word ""delicious.""
The Mondelez International company manufactures chocolate, cookies, biscuits, gum, confectionery, and powdered beverages. Mondelez International's portfolio includes several billion-dollar components, among them cookie, cracker, and candy brands Belvita, Chips Ahoy!, Oreo, Ritz, TUC, Triscuit, Nabisco, LU, Sour Patch Kids, Barny, and Peek Freans; chocolate brands Milka, Côte d'Or, Toblerone, Cadbury, Green & Black's, Freia, Marabou, and Fry's; gum and cough drop brands Trident, Dentyne, Chiclets, Halls, and Stride; as well as Tate's Bake Shop cookies and powdered beverage brand Tang.
Mondelez Canada holds the rights to Christie Brown and Company, which consists of brands such as Mr. Christie, Triscuits, and Dad's Cookies. Its head office is in Toronto, Ontario, with operations in Brampton, Hamilton, Ontario and Montreal, Quebec."
Albemarle Corporation,"Albemarle Corporation is an American specialty chemicals manufacturing company based in Charlotte, North Carolina. It operates 3 divisions: lithium (68.4% of 2022 revenues), bromine specialties (19.3% of 2022 revenues) and catalysts (12.3% of 2022 revenues).
As of 2020, Albemarle was the largest provider of lithium for electric vehicle batteries in the world. Albemarle, Sociedad Química y Minera, and FMC Corporation collectively produce just over half of the world's lithium and lithium storage products, while just under half is produced by China.
Albemarle is a large developer of flame retardant chemicals technologies, with production plants in the United States, China, the Netherlands, Belgium, Germany, France, Austria, and the United Kingdom. It also has a line of antioxidants and blends which concentrate on improving storage life and stability of fuel and other lubricant products. It produces products used in rigid and flexible polyurethane foam applications and ammonium polyphosphate products, pigments for paper applications, aluminium oxides used for flame-retardant, polishing, catalyst, and niche ceramic applications, as well as magnesium hydroxide mainly used as a flame-retardant. It is one of the largest producers of hydro processing catalysts (HPC) and fluid catalytic cracking (FCC) catalysts used in the petroleum refining industry. Production locations (excluding joint ventures in Brazil and Japan) are: Bayport, Texas and Amsterdam, Netherlands. Albemarle also produces fine chemicals and chemical services for the pharmaceutical and life sciences industries. The Alternative Fuel Technologies division participates in the market for biofuels, gas to liquids, and coal liquefaction.
The company is ranked 780th on the Fortune 1000 based on fiscal 2021 revenues."
Illinois Tool Works,"Illinois Tool Works Inc. or ITW is an American Fortune 200 company that produces engineered fasteners and components, equipment and consumable systems, and specialty products.  It was founded in 1912 by Byron L. Smith and has built its growth on a ""small-wins strategy"" based on decentralization, simplicity, customer-focused innovation, and acquisitions.
Today, it employs approximately 45,000 people in hundreds of businesses across 53 countries, and is based in Glenview, Illinois, a suburb of Chicago.
ITW has more than 18,000 granted and pending patent applications worldwide. The company typically ranks in the top 100 of patent issuers in the U.S."
AutoZone,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest in the United States. Founded in 1979, AutoZone has 7,140 stores across the United States, Mexico, Puerto Rico, Brazil and the US Virgin Islands. The company is based in Memphis, Tennessee."
Devon Energy,"Devon Energy Corporation is an energy company engaged in hydrocarbon exploration in the United States. It is organized in Delaware and its corporate operative headquarters are in the 50-story Devon Energy Center in Oklahoma City, Oklahoma. Its primary operations are in the Barnett Shale STACK formation in Oklahoma, Delaware Basin, Eagle Ford Group, and the Rocky Mountains.
In 2023 the company ranked 216th on the Fortune 500 and 445th on the Forbes Global 2000.
As of December 31, 2021, the company had proved reserves of 1,625 million barrels of oil equivalent (9.94×109 GJ), of which 44% was petroleum, 27% was natural gas liquids, and 29% was natural gas."
McDonald's,"McDonald's Corporation is an American multinational fast food chain, founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States. They rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona. In 1955, Ray Kroc, a businessman, joined the company as a franchise agent and in 1961 bought out the McDonald brothers. Previously headquartered in Oak Brook, Illinois, it moved to nearby Chicago in June 2018. McDonald's is also a real estate company through its ownership of around 70% of restaurant buildings and 45% of the underlying land (which it leases to its franchisees).
McDonald's is the world's largest fast food restaurant chain, serving over 69 million customers daily in over 100 countries in more than 40,000 outlets as of 2021. McDonald's is best known for its hamburgers, cheeseburgers and french fries, although their menu also includes other items like chicken, fish, fruit, and salads. Their bestselling licensed item are their french fries, followed by the Big Mac. The McDonald's Corporation revenues come from the rent, royalties, and fees paid by the franchisees, as well as sales in company-operated restaurants. McDonald's is the world's second-largest private employer with 1.7 million employees (behind Walmart with 2.3 million employees), the majority of whom work in the restaurant's franchises. As of 2022, McDonald's has the sixth-highest global brand valuation.
McDonald's has been subject to criticism over the health effects of its products, its treatment of employees, and its participation in various legal cases."
Exelon,"Exelon Corporation is a public utility headquartered in Chicago, and incorporated in Pennsylvania. Exelon is the largest electric parent company in the United States by revenue and is the largest regulated electric utility in the United States with approximately 10 million customers. The company is ranked 99th on the Fortune 500.
Exelon owns six regulated utilities: Atlantic City Electric (New Jersey), Commonwealth Edison (Illinois), PECO Energy Company (Pennsylvania), Baltimore Gas and Electric (Maryland), Delmarva Power and Light (Delaware and Maryland), and Pepco (Washington, DC and Maryland)."
Chubb Limited,"Chubb Limited is a Swiss company incorporated in Zürich, and listed on the New York Stock Exchange (NYSE) where it is a component of the S&P 500. Chubb is a global provider of insurance products covering property and casualty, accident and health, reinsurance, and life insurance and is the largest publicly traded property and casualty insurance company in the world. Chubb operates in 55 countries and territories and in the Lloyd's insurance market in London. Clients of Chubb consist of multinational corporations and local businesses, individuals, and insurers seeking reinsurance coverage. Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance, and life insurance.
In 2018, the group had $174 billion in assets, $30.8 billion of gross written premiums and approximately 31,000 employees. Its core operating insurance companies are rated ""AA"" (Very Strong) for financial strength by Standard & Poor's and ""A++"" (Superior) by A. M. Best with stable outlooks from both agencies. Fitch rates Chubb Limited and its subsidiaries ""AA"" (Very Strong) for financial strength, ""AA−"" for issuer default and ""A+"" for senior debt. Moody's rates the U.S. companies ""A1"" and the unsecured loan notes ""A3"".
On 1 July 2015, property & casualty insurer Ace Limited (ACE) announced that it would acquire the original Chubb Corporation for $28.3 billion in cash and stock. ACE stated that Chubb's current headquarters in Warren, New Jersey, will have a substantial portion of the headquarters function for the combined company's North American Division. The combined company adopted the Chubb name in January 2016 after the acquisition was completed."
Target Corporation,"Target Corporation is an American retail corporation that operates a chain of discount department stores and hypermarkets, headquartered in Minneapolis, Minnesota. It is the seventh-largest retailer in the United States, and a component of the S&P 500 Index. The company is one of the largest American-owned private employers in the United States.
The corporation was founded in Minneapolis by businessman George Dayton in 1902, and developed through the years via expansion and acquisitions. Target, the company's first discount store and eventual namesake, was opened in 1962. The company became the Dayton-Hudson Corporation after merging with the J.L. Hudson Company in 1969 and formerly held ownership of several department store chains including Dayton's, Hudson's, Marshall Field's, and Mervyn's. The parent company was renamed the Target Corporation in 2000.
Target is notable for its focus on upscale, trend-forward merchandise at lower costs. Its stores typically sell general merchandise—including clothing, household goods, electronics, toys, and more—as well as groceries. Its name and logo refer to the center of a shooting target, and its canine mascot is named Bullseye. Target expanded throughout the U.S. in the late 20th century, cementing its place in American popular culture. Its main competitors include Walmart and Amazon. The corporation also operates 41 distribution centers, a financial services division, a global capabilities center in Bangalore, India, and two criminal forensics laboratories.
As of 2023, Target operates 1,948 stores throughout the United States, and is ranked No. 32 on the 2022 Fortune 500 list of the largest U.S. corporations by total revenue. It has been consistently ranked as one of the most philanthropic companies in the U.S. Attempts to take the chain international have proved unsuccessful. Target Corporation's headquarters is located on Nicollet Mall in Minneapolis."
Truist Financial,"Truist Financial Corporation is an American bank holding company headquartered in Charlotte, North Carolina. The company was formed in December 2019 as the result of the merger of BB&T (Branch Banking and Trust Company) and SunTrust Banks. Its bank operates 2,781 branches in 15 states and Washington, D.C., offering consumer and commercial banking, securities brokerage, asset management, mortgage, and insurance products and services. It is on the list of largest banks in the United States by assets; as of August 2023, it is the 9th largest bank with $514 billion in assets. As of January 2021, Truist Insurance Holdings is the seventh largest insurance broker in the world, with $2.27 billion in annual revenue."
Waste management,"Waste management or waste disposal includes the processes and actions required to manage waste from its inception to its final disposal.
This includes the collection, transport, treatment, and disposal of waste, together with monitoring and regulation of the waste management process and waste-related laws, technologies, and economic mechanisms.
Waste can be solid, liquid, or gases and each type has different methods of disposal and management. Waste management deals with all types of waste, including industrial, biological, household, municipal, organic, biomedical, radioactive wastes. In some cases, waste can pose a threat to human health. Health issues are associated with the entire process of waste management. Health issues can also arise indirectly or directly: directly through the handling of solid waste, and indirectly through the consumption of water, soil, and food. Waste is produced by human activity, for example, the extraction and processing of raw materials. Waste management is intended to reduce the adverse effects of waste on human health, the environment, planetary resources, and aesthetics.
The aim of waste management is to reduce the dangerous effects of such waste on the environment and human health. A big part of waste management deals with municipal solid waste, which is created by industrial, commercial, and household activity.
Waste management practices are not uniform among countries (developed and developing nations); regions (urban and rural areas), and residential and industrial sectors can all take different approaches.
Proper management of waste is important for building sustainable and liveable cities, but it remains a challenge for many developing countries and cities. A report found that effective waste management is relatively expensive, usually comprising 20%–50% of municipal budgets. Operating this essential municipal service requires integrated systems that are efficient, sustainable, and socially supported. A large portion of waste management practices deal with municipal solid waste (MSW) which is the bulk of the waste that is created by household, industrial, and commercial activity. According to the Intergovernmental Panel on Climate Change (IPCC), municipal solid waste is expected to reach approximately 3.4 Gt by 2050; however, policies and lawmaking can reduce the amount of waste produced in different areas and cities of the world. Measures of waste management include measures for integrated techno-economic mechanisms of a circular economy, effective disposal facilities, export and import control and optimal sustainable design of products that are produced.
In the first systematic review of the scientific evidence around global waste, its management, and its impact on human health and life, authors concluded that about a fourth of all the municipal solid terrestrial waste is not collected and an additional fourth is mismanaged after collection, often being burned in open and uncontrolled fires – or close to one billion tons per year when combined. They also found that broad priority areas each lack a ""high-quality research base"", partly due to the absence of ""substantial research funding"", which motivated scientists often require. Electronic waste (ewaste) includes discarded computer monitors, motherboards, mobile phones and chargers, compact discs (CDs), headphones, television sets, air conditioners and refrigerators. According to the Global E-waste Monitor 2017, India generates ~ 2 million tonnes (Mte) of e-waste annually and ranks fifth among the e-waste producing countries, after the United States, the People's Republic of China, Japan and Germany.
Effective 'Waste Management' involves the practice of '7R' - 'R'efuse, 'R'educe', 'R'euse, 'R'epair, 'R'epurpose, 'R'ecycle and 'R'ecover. Amongst these '7R's, the first two ('Refuse' and 'Reduce') relate to the non-creation of waste - by refusing to buy non-essential products and by reducing consumption. The next two ('Reuse' and 'Repair') refer to increasing the usage of the existing product, with or without the substitution of certain parts of the product. 'Repurpose' and 'Recycle' involve maximum usage of the materials used in the product, and 'Recover' is the least preferred and least efficient waste management practice involving the recovery of embedded energy in the waste material. For example, burning the waste to produce heat (and electricity from heat). Certain non-biodegradable products are also dumped away as 'Disposal', and this is not a ""waste-'management'"" practice."
BD (company),"Becton, Dickinson and Company, also known as BD, is an American multinational medical technology company that manufactures and sells medical devices, instrument systems, and reagents. BD  also provides consulting and analytics services in certain geographies.
BD is ranked #211 in the 2024 Fortune 500 list based on its revenues for the fiscal year ending September 30, 2023.
In October 2014, the company agreed to acquire CareFusion for a price of US$12.2 billion in cash and stock.
In April 2017, C. R. Bard announced that it would be acquired by Becton, Dickinson and Company (BD). The transaction was completed later that year, and the company became a wholly-owned subsidiary of BD, rebranded as Bard."
Monolithic Power Systems,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. It operates in more than 15+ locations worldwide.
Monolithic Power Systems (MPS) provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications."
Illumina,"Illumina may refer to:

Illumina (Alisha's Attic album), an album by Alisha's Attic
Illumina, Inc., a biotechnology company based in San Diego, California, United States
Illumina (Two Steps from Hell album), an album by Two Steps from Hell"
Alexandria Real Estate Equities,"Alexandria Real Estate Equities, Inc. is a real estate investment trust based in Pasadena, California that invests in office buildings and laboratories leased to tenants in the life science and technology industries.
The company also has a venture capital arm, Alexandria Venture Investments, which invests in life sciences firms.
The company is named after Alexandria, Egypt because of that city's connection to science."
AvalonBay Communities,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartments.
As of January 31, 2021, the company owned 79,856 apartment units in New England, the New York City metropolitan area, the Washington, D.C. metropolitan area, Seattle and California. It is the 3rd largest owner of apartments in the United States."
McKesson Corporation,"McKesson Corporation is a publicly-traded American company that distributes pharmaceuticals and provides health information technology, medical supplies, and health management tools. The company delivers a third of all pharmaceuticals used in North America and employs over 51,000 employees. With $263.9 billion in 2023 revenue, it is the ninth-largest company in the United States and the nation's largest health care company. The company is headquartered in Irving, Texas. It is a member of the S&P 500 and New York Stock Exchange, where it is traded under the ticker symbol NYSE: MCK.
McKesson provides extensive network infrastructure for the healthcare industry and was an early adopter of technologies, including barcode scanning for distribution, pharmacy robotics, and RFID tags. The company has been named in a federal lawsuit for profiting from the opioid epidemic in the United States.
Throughout the COVID-19 pandemic, McKesson was a key vaccine distributor, serving as the U.S. government's centralized distributor for hundreds of millions of COVID-19 vaccine doses and ancillary supply kits for over a billion doses across the United States."
Dexcom,"DexCom, Inc. is a company that develops, manufactures, produces, and distributes continuous glucose monitoring (CGM) systems for diabetes management. It operates internationally with headquarters in San Diego, California, and has manufacturing facilities in Mesa, Arizona and Batu Kawan, Malaysia."
Church & Dwight,"Church & Dwight Co., Inc. is an American consumer goods company focusing on personal care, household products, and specialty products. The company was founded in 1847 and is headquartered in Ewing, New Jersey. It is the parent company of well-known brands such as Arm & Hammer, Trojan, OxiClean, and First Response. In 2022, Church & Dwight reported annual revenue of $5.4 billion. The company's products and services include a wide range of consumer goods, including laundry detergent, air fresheners, baking soda, condoms, pregnancy tests, and oral hygiene products."
TE Connectivity,"TE Connectivity Ltd. is an American Swiss-domiciled technology company that designs and manufactures connectors, sensors, relays, contactors, and application tooling for several industries, such as automotive, industrial equipment, data communication systems, aerospace, defense, medical, oil and gas, consumer electronics and energy.
TE Connectivity has a global workforce of 89,000 employees, including more than 8,000 engineers. The company serves customers in approximately 140 countries."
Tyler Technologies,"Tyler Technologies, Inc., based in Plano, Texas, is a provider of software to the United States public sector. Tyler Technologies has offices in 17 states and one in Toronto, Ontario, Canada."
CoStar Group,"CoStar Group, Inc. is a Washington, DC-based provider of information, analytics, and marketing services to the commercial property industry in the United States, Canada, the United Kingdom, France, Germany, and Spain. Founded in 1987 by Andrew C. Florance, the company has grown to include the online database CoStar and many online marketplaces, including Apartments.com, Homes.com, LoopNet, Lands of America, and BizBuySell."
Waters Corporation,"Waters Corporation is an American publicly traded analytical laboratory instrument and software company headquartered in Milford, Massachusetts. The company employs more than 7,800 people, with manufacturing facilities located in Milford, Taunton, Massachusetts; Wexford, Ireland and Wilmslow, Cheshire. Waters has Sites in 35 countries globally including Frankfurt, Singapore, India, Germany and in Japan.
Waters markets to the laboratory-dependent organization in these market areas: liquid chromatography, mass spectrometry, supercritical fluid chromatography, laboratory informatics, rheometry and microcalorimetry."
3M,"3M Company (originally the Minnesota Mining and Manufacturing Company) is an American multinational conglomerate operating in the fields of industry, worker safety, healthcare, and consumer goods. The company produces over 60,000 products under several brands, including adhesives, abrasives, laminates, passive fire protection, personal protective equipment, window films, paint protection films, dental, orthodontic products, electrical, electronic connecting, insulating materials, medical products, car-care products, electronic circuits, healthcare software, and optical films. It is based in Maplewood, a suburb of Saint Paul, Minnesota.
3M made $35.4 billion in total sales in 2021 and ranked number 102 in the Fortune 500 list of the largest United States corporations by total revenue. As of 2021, the company had approximately 95,000 employees and operations in more than 70 countries. There are a few international subsidiaries, such as 3M India, 3M Japan, and 3M Canada.
In June 2023, 3M reached a settlement to pay more than $10 billion to US public water systems to resolve claims over the company's contamination of water with PFASs (so-called forever chemicals). It has been revealed that the company knew of the health harms of PFAS in the 1990s, yet concealed these harms and continues to sell contaminated products."
Monster Beverage,"Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless and Burn. The company was originally founded as Hansen's in 1935 in Southern California, originally selling juice products. The company renamed itself as Monster Beverage in 2012.
As of 2020, Monster held 39% of the $86 billion global energy drink market, the second highest share after Red Bull."
Incyte,"Incyte Corporation is an American multinational pharmaceutical company with headquarters in Wilmington, Delaware, and Morges, Switzerland.
The company was created in 2002 through the merger of Incyte Pharmaceuticals, founded in Palo Alto, California in 1991 and Incyte Genomics, Inc. of Delaware. The company currently operates manufacturing and R&D locations in North America, Europe, and Asia.
Incyte Corporation currently develops and manufacturers prescription biopharmaceutical medications in multiple therapeutic areas including oncology, inflammation, and autoimmunity."
Avery Dennison,"Avery Dennison Corporation is a multinational manufacturer and distributor of pressure-sensitive adhesive materials (such as self-adhesive labels), apparel branding labels and tags, RFID inlays, and specialty medical products.  The company is a member of the Fortune 500 and is headquartered in Mentor, Ohio."
Expedia Group,"Expedia Group, Inc. is an American travel technology company that owns and operates travel fare aggregators and travel metasearch engines, including Expedia, Hotels.com, Vrbo, Travelocity, Hotwire.com, Orbitz, Ebookers, CheapTickets, CarRentals.com, Expedia Cruises, Wotif, and Trivago. Over 3 million lodging facilities and flights on over 500 airlines are bookable on the company's websites. It has 16,500 employees, and its headquarters are located in Seattle, Washington.
The word ""Expedia"" is derived from a combination of ""exploration"" and ""speed""."
Diamondback Energy,"Diamondback Energy, Inc. is a company engaged in hydrocarbon exploration headquartered in Midland, Texas.
As of December 31, 2020, the company had 1,788 million barrels of oil equivalent (1.094×1010 GJ) of estimated proved reserves, of which 52% was petroleum, 24% was natural gas, and 24% was natural gas liquids. The company's reserves are all in the Permian Basin.
As of February 2024, it is ranked 400th on the Fortune 500."
Medtronic,"Medtronic plc is an American-Irish medical device company. The company's operational and executive headquarters are in Minneapolis, Minnesota, and its legal headquarters are in Ireland due to its acquisition of Irish-based Covidien in 2015. While it primarily operates in the United States, it operates in more than 150 countries and employs over 90,000 people. It develops and manufactures healthcare technologies and therapies."
Cigna,"The Cigna Group is an American multinational managed healthcare and insurance company based in Bloomfield, Connecticut. Its insurance subsidiaries are major providers of medical, dental, disability, life and accident insurance and related products and services, the majority of which are offered through employers and other groups (e.g., governmental and non-governmental organizations, unions and associations). Cigna is incorporated in Delaware.
In the Phoenix metropolitan area, Cigna runs a full-service staff-model health maintenance organization with satellite clinics throughout the region, known as the Evernorth Care Group (formally Cigna Medical Group). Cigna Global Health Benefits also operates under the Cigna corporation.
The company ranked #15 in the 2023 Fortune 500 list of the largest U.S. corporations by total revenue and in the 2023 Forbes Global 2000 ranking the company took 68th place."
Starbucks,"Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. It was founded in 1971, and is currently the world's largest coffeehouse chain.
As of November 2022, the company had 35,711 stores in 80 countries, 15,873 of which were located in the United States. Of Starbucks' U.S.-based stores, over 8,900 are company-operated, while the remainder are licensed.
The rise of the second wave of coffee culture is generally attributed to Starbucks, which introduced a wider variety of coffee experiences. Starbucks serves hot and cold drinks, whole-bean coffee, micro-ground instant coffee, espresso, caffe latte, full and loose-leaf teas, juices, Frappuccino beverages, pastries, and snacks. Some offerings are seasonal or specific to the locality of the store. Depending on the country, most locations provide free Wi-Fi Internet access."
Teledyne Technologies,"Teledyne Technologies Incorporated is an American industrial conglomerate. It was founded in 1960, as Teledyne, Inc., by Henry Singleton and George Kozmetsky.
From August 1996 to November 1999, Teledyne existed as part of the conglomerate Allegheny Teledyne Incorporated – a combination of the former Teledyne, Inc., and the former Allegheny Ludlum Corporation. On November 29, 1999, three separate entities, Teledyne Technologies, Allegheny Technologies, and  Water Pik Technologies, were spun off as free-standing public companies. Allegheny Technologies retained several companies of the former Teledyne, Inc. that fit with Allegheny's core business of steel and exotic metals production.
At various times, Teledyne, Inc., had more than 150 companies with interests as varied as insurance, dental appliances, specialty metals, and aerospace electronics, but many of these had been divested prior to the merger with Allegheny. The new Teledyne Technologies was initially composed of 19 companies that were earlier in Teledyne, Inc. By 2011, Teledyne Technologies had grown to include nearly 100 companies."
Costco,"Costco Wholesale Corporation (commonly shortened to Costco) is an American multinational corporation which operates a chain of membership-only big-box warehouse club retail stores. As of 2021, Costco is the third-largest retailer in the world and is the world's largest retailer of choice and prime beef, organic foods, rotisserie chicken, and wine as of 2016. Costco is ranked #11 on the Fortune 500 rankings of the largest United States corporations by total revenue. Costco uses a club warehouse wholesale retailer channel of distribution while also selling their private label brand directly to consumers.
Costco's worldwide headquarters are in Issaquah, Washington, an eastern suburb of Seattle, although its Kirkland Signature house label bears the name of its former location in Kirkland. The company opened its first warehouse (the chain's term for its retail outlets) in Seattle in 1983. Through mergers, however, Costco's corporate history dates back to 1976, when its former competitor Price Club was founded in San Diego, California. As of April 2024, Costco has 876 warehouses worldwide: 600 in the United States, 108 in Canada, 40 in Mexico, 4 in Puerto Rico, 33 in Japan, 29 in the United Kingdom, 18 in South Korea, 15 in Australia, 14 in Taiwan, 6 in China, 4 in Spain, 2 in France, 1 in Iceland, 1 in New Zealand, and 1 in Sweden."
